stringsfile version 1
3793
str_no_string NO_STRING!
str_center_protected_by_enemy_army_cautious is_protected_by_an_enemy_army,_which_we_believe_to_be_too_strong_to_engage_with_confidence_of_victory.
str_center_cautious_marshal_believes_center_too_difficult_to_capture would_require_a_bloody_and_risky_siege.
str_center_even_aggressive_marshal_believes_center_too_difficult_to_capture is_too_heavily_defended_to_capture.
str_center_value_outweighed_by_difficulty_of_capture is_not_of_sufficient_value_to_justify_the_difficulty_of_attacking_it
str_center_value_justifies_the_difficulty_of_capture can_be_taken,_and_is_of_sufficient_value_to_justify_an_attack.
str_center_is_indefensible is_too_far_away_from_our_other_fortresses_to_be_defended.
str_we_are_waiting_for_selection_of_marshal We_are_waiting_for_the_selection_of_a_marshal
str_best_to_attack_the_enemy_lands Given_the_size_of_our_forces,_we_believe_the_best_approach_is_to_attack_the_enemy's_lands.
str_we_believe_the_fortress_will_be_worth_the_effort_to_take_it We_believe_the_fortress_will_be_worth_the_effort_to_take_it.
str_we_will_gather_to_defend_the_beleaguered_fortress We_will_gather_to_defend_the_beleaguered_fortress
str_the_enemy_temporarily_has_the_field The_enemy_temporarily_has_the_field,_and_we_should_seek_refuge_until_the_storm_passes
str_center_has_not_been_scouted has_not_been_recently_scouted_by_our_forces,_but_we_can_go_there,_and_decide_what_to_do_when_we_get_close.
str_we_have_assembled_some_vassals We_have_assembled_some_of_the_vassals,_but_we_will_wait_until_we_have_more_before_venturing_into_enemy_territory.
str_we_are_waiting_here_for_vassals We_are_waiting_for_the_vassals_to_join_us.
str_we_are_travelling_to_s11_for_vassals We_are_travelling_to_{s11},_so_that_the_vassals_may_more_easily_join_our_host_before_we_ride_forth.
str_center_strength_not_scouted We_have_not_scouted_it_recently,_and_do_not_know_how_strongly_it_is_defended
str_center_strength_strongly_defended We_believe_it_to_be_strongly_defended
str_center_strength_moderately_defended We_believe_it_to_be_moderately_well_defended
str_center_strength_weakly_defended We_believe_it_to_be_weakly_defended
str_center_distant_from_concentration is_close_to_us_than_it_is_to_the_main_enemy_army,_which_we_have_located._It_could_be_attacked_and_destroyed_before_they_are_able_to_respond
str_plus +
str_minus -
str_tutorial_training_ground_warning_no_weapon Hey,_don't_you_think_you_need_some_sort_of_weapon_before_we_try_that?_There_should_be_some_spare_weapons_over_there._Just_go_pick_one_up.
str_tutorial_training_ground_warning_shield You_need_to_put_down_your_shield_first._Scroll_down_with_the_mouse_scroll-wheel_to_put_down_your_shield.
str_tutorial_training_ground_warning_melee_with_parry You_need_to_wield_a_melee_weapon_for_this_exercise._
str_tutorial_training_ground_warning_melee Scroll_up_with_your_mouse_wheel_to_equip_a_weapon._Scrolling_up_will_equip_next_weapon_while_scrollng_down_will_equip_next_shield.
str_tutorial_training_ground_attack_training Number_of_successful_attacks:_{reg0}_/_5^Number_of_unsuccessful_attacks:_{reg1}^{s0}
str_tutorial_training_ground_attack_training_down Make_a_thrust_attack!_(Move_your_mouse_down_while_pressing_the_left_mouse_button)
str_tutorial_training_ground_attack_training_up Make_an_overhead_attack!_(Move_your_mouse_up_while_pressing_the_left_mouse_button)
str_tutorial_training_ground_attack_training_left Attack_from_left!_(Move_your_mouse_left_while_pressing_the_left_mouse_button)
str_tutorial_training_ground_attack_training_right Attack_from_right!_(Move_your_mouse_right_while_pressing_the_left_mouse_button)
str_tutorial_training_ground_parry_training Number_of_successful_parries:_{reg0}_/_5
str_tutorial_training_ground_chamber_training Number_of_successful_chambering_blocks:_{reg0}_/_5
str_tutorial_training_ground_archer_training Number_of_nice_shots:_{reg0}_/_3^{s0}
str_tutorial_training_ground_ammo_refill Your_missiles_are_refilled_for_the_tutorial.
str_tutorial_training_ground_archer_text_1 Approach_the_{s0}_and_press_F_to_pick_it_up.
str_tutorial_training_ground_archer_text_2 Shoot_the_targets_now.
str_tutorial_training_ground_archer_text_3 The_size_of_the_targeting_reticule_indicates_your_accuracy._Press_and_hold_down_the_left_mouse_button_until_the_reticule_shrinks_down_to_its_minimum_size._Release_the_left_mouse_button_when_the_reticule_is_at_its_smallest._If_you_wait_too_long_the_reticule_will_expand_again.
str_tutorial_training_ground_archer_text_4 Press_R_to_toggle_first_person_view._First_person_view_makes_it_easier_to_aim_with_ranged_weapons.
str_tutorial_training_ground_archer_text_5 You_have_shot_all_the_targets._Now_talk_to_the_trainer_again.
str_tutorial_training_ground_horseman_text_1 Go_near_the_{s0}_and_press_F_to_pick_it_up.
str_tutorial_training_ground_horseman_text_2 Approach_the_horse_and_press_F_to_mount.
str_tutorial_training_ground_horseman_text_3 Ride_towards_the_next_waypoint.
str_tutorial_training_ground_horseman_text_4 Strike_the_next_dummy_that_has_an_arrow_on_top_of_it!
str_tutorial_training_ground_horseman_text_5 Shoot_at_the_archery_target_that_has_an_arrow_on_top_of_it!
str_tutorial_training_ground_horseman_text_6 You_have_finished_the_exercise_successfully._Now_go_back_to_the_trainer_and_talk_to_him.
str_the_great_lords_of_your_kingdom_plan_to_gather_at_your_hall_in_s10_for_a_feast The_great_lords_of_your_kingdom_plan_to_gather_at_your_hall_in_{s10}_for_a_feast
str_your_previous_court_some_time_ago your_previous_court_some_time_ago,
str_awaiting_the_capture_of_a_fortress_which_can_serve_as_your_court awaiting_the_recapture_of_a_fortress_which_can_serve_as_your_court.
str_but_if_this_goes_badly _I_value_your_advice._But_if_this_goes_badly,_I_shall_hold_you_responsible.
str_i_realize_that_you_are_on_good_terms_with_s4_but_we_ask_you_to_do_this_for_the_good_of_the_realm _I_realize_that_you_are_on_good_terms_with_{s4},_but_this_is_all_for_the_good_of_the_realm
str_i_realize_that_you_are_on_good_terms_with_s4_but_the_blow_will_hurt_him_more I_realize_that_you_are_on_good_terms_with_{s4}_--_but_this_only_means_that_your_blow_will_hit_him_even_harder!
str_killed_bandit_at_alley_fight The_merchant_takes_you_to_his_house._Once_inside,_he_stands_by_the_door_for_a_while_checking_the_street,_and_then,_finally_convinced_you_have_not_been_followed,_comes_near_you_to_speak...
str_wounded_by_bandit_at_alley_fight You_are_struck_down._However,_before_you_lose_consciousness,_you_hear_shouts_and_a_rush_of_footfalls..._You_awake_to_find_yourself_indoors,_weak_but_alive.
str_cannot_leave_now Cannot_leave_now.
str_press_tab_to_exit_from_town Press_Tab_to_leave_now._You_can_press_Tab_key_to_quickly_exit_any_location_in_the_game.
str_find_the_lair_near_s9_and_free_the_brother_of_the_prominent_s10_merchant Find_the_bandit_lair_near_{s9},_and_free_the_brother_of_the_{s10}_merchant.
str_please_sir_my_lady_go_find_some_volunteers_i_do_not_know_how_much_time_we_have {Sir/My_lady}_--_if_you_want_to_justify_the_trust_which_I_have_placed_in_you,_then_make_a_bit_of_haste._Go_find_some_volunteers._I'm_not_sure_how_much_time_we_have.
str_you_need_more_men_sir_my_lady Look_--_you_need_more_men._Right_now,_you_have_only_{reg0}_in_your_party._If_you_attack_them_with_too_few_men,_you_may_find_their_hideout_by_getting_yourself_dragged_up_to_it_in_fetters,_and_that's_not_the_plan._Do_not_take_that_risk._Go_out_and_visit_some_more_villages_to_find_more_volunteers,_and_then_you_can_start_paying_them_back_in_their_own_coin.
str_good_you_have_enough_men Good,_good._You_did_well._You_have_enough_men._Now,_go_and_knock_some_of_those_robbers_over_the_head,_and_make_them_tell_you_how_to_find_their_hideout.
str_do_not_waste_time_go_and_learn_where_my_brother_is Look,_{sir/my_lady}._Time_is_at_a_bit_of_premium,_here._Now,_if_you_could_go_find_out_where_they_are_hiding_my_brother,_that_would_be_appreciated.
str_start_up_quest_message_1 {s9}_wants_you_to_collect_at_least_five_men_from_nearby_villages._After_you_collect_these_men,_find_and_speak_with_him._He_is_in_the_tavern_at_{s1}
str_start_up_quest_message_2 Find_and_defeat_a_group_of_bandits_lurking_near_{s9},_and_learn_where_your_employer's_brother_has_been_taken.
str_start_up_quest_message_3 Rescue_the_merchant's_brother_from_the_robber's_hideout_located_near_{s9}.
str_start_up_first_quest You_have_taken_your_first_quest._You_may_view_your_quest_log_by_pressing_'Q'_anytime_in_the_game.
str_reason_1 Our_current_objective_is_of_greater_value.
str_reason_2 An_attack_on_{s8}_poses_a_greater_danger_to_our_realm.
str_reason_3 We_believe_that_{s8}_faces_a_more_immediate_threat
str_reason_4 It_may_be_because_of_the_size_of_the_enemy_forces_in_the_area.
str_reason_5 I'm_not_sure.
str_reason_6 We_do_not_know_how_strongly_it_is_defended.
str_reason_7 We_believe_it_to_be_strongly_defended.
str_reason_8 We_believe_it_to_be_moderately_well_defended.
str_reason_9 We_believe_it_to_be_weakly_defended.
str_has_decided_that_an_attack_on_ has_decided_to_attack
str_this_would_be_better_worth_the_effort This_would_be_better_worth_the_effort,_taking_into_consideration_its_value,_and_its_distance,_and_the_likely_number_of_defenders.
str_has_decided_to_defend_ has_decided_to_defend
str_before_going_offensive_we_should_protect_our_lands_if_there_is_any_threat_so_this_can_be_reason_marshall_choosed_defending_s4 Before_going_offensive_we_should_protect_our_lands_if_there_is_any_threat._So_this_can_be_reason_marshall_choosed_defending_{s4}.
str_are_you_all_right Now..._Let_me_explain_my_proposition
str_you_are_awake Ah_--_you're_awake._It's_good_to_see_that_you_can_still_walk._You're_lucky_that_we_came_along._I_had_been_speaking_with_the_watch,_when_we_heard_the_sounds_of_a_fight_and_ran_to_see_what_was_happening._We_didn't_arrive_in_time_to_prevent_you_getting_knocked_down,_but_we_may_have_saved_you_from_getting_your_throat_cut..._Now..._Maybe_you_can_help_me...
str_save_town_from_bandits Save_{s9}_from_bandits.
str_you_fought_well_at_town_fight_survived Hah!_Well_done_--_I_saw_at_least_three_of_the_enemy_go_down_before_you._Keep_fighting_like_that,_and_you'll_make_quite_a_name_for_yourself_in_this_land._
str_you_fought_normal_at_town_fight_survived Well_done!_I_hear_you_accounted_for_one_or_two_of_the_bastards,_and_you're_still_on_your_feet._You_can't_ask_for_a_better_outcome_of_a_battle_than_that...
str_you_fought_bad_at_town_fight_survived Well,_the_enemy_is_in_flight,_and_it_looks_like_you're_still_on_your_feet._At_the_end_of_the_day,_that's_all_that's_important_in_a_battle.
str_you_fought_well_at_town_fight Ah!_You're_awake._You_took_quite_a_blow,_there._But_good_news!_We_defeated_them_--_and_you_did_them_some_real_damage_before_you_went_down._If_you_hadn't_been_here,_it_could_have_gone_very_baldy._I'm_grateful_to_you...
str_you_wounded_at_town_fight Ah!_You're_alive._That's_a_relief._You_took_quite_a_blow,_there._I'm_not_sure_that_you_got_any_of_them_yourself,_but_thankfully,_the_rest_of_us_were_able_to_beat_them._We'll_need_to_see_about_getting_you_some_treatment...._
str_you_fought_well_at_town_fight_survived_answer Let_every_villain_learn_to_fear_the_name_{playername}!
str_you_fought_normal_at_town_fight_survived_answer Ah,_well,_I'm_proud_to_have_done_my_bit_along_with_the_rest...
str_you_fought_bad_at_town_fight_survived_answer Well,_I_was_about_to_strike_one_down,_but_I_slipped_in_some_blood,_you_see...
str_you_fought_well_at_town_fight_answer Ah_well._I_guess_I_don't_mind_a_blow_taken_in_a_good_cause.
str_you_wounded_at_town_fight_answer Right._I_suppose_I_should_be_more_careful.
str_unfortunately_reg0_civilians_wounded_during_fight_more _Unfortunately,_about_{reg0}_of_my_lads_got_themselves_wounded._I_should_go_look_on_on_them.
str_unfortunately_reg0_civilians_wounded_during_fight _Unfortunately,_one_of_my_lads_took_a_pretty_nasty_blow._I_should_go_see_how_he_is_doing.
str_also_one_another_good_news_is_any_civilians_did_not_wounded_during_fight _Also,_no_one_on_our_side_was_hurt_very_seriously._That's_good_news
str_merchant_and_you_call_some_townsmen_and_guards_to_get_ready_and_you_get_out_from_tavern You_leave_the_tavern_and_go_out_to_the_streets._Nervous_looking_young_men_are_waiting_in_every_street_corner._You_can_see_they_have_daggers_and_clubs_concealed_under_their_clothes,_and_catch_a_mixture_of_fear,_anticipation_and_pride_in_the_quick_looks_they_throw_at_you_as_you_pass_by._Praying_that_your_enemies_have_not_been_alarmed_by_this_all_too_obvious_bunch_of_plotters,_you_check_your_weapons_for_one_last_time_and_prepare_yourself_for_the_action_ahead.
str_town_fight_ended_you_and_citizens_cleaned_town_from_bandits The_remaining_few_bandits_scatter_off_to_the_town's_narrow_alleys,_only_to_be_hunted_down_one_by_one_by_the_angry_townsfolk._Making_sure_that_your_victory_is_complete_and_all_the_wounded_have_been_taken_care_of,_you_and_the_merchant_head_to_his_house_to_review_the_day's_events.
str_town_fight_ended_you_and_citizens_cleaned_town_from_bandits_you_wounded You_fall_down_with_that_last_blow,_unable_to_move_and_trying_hard_not_to_pass_out._Soon_the_sounds_of_fighting_filling_the_street_gives_way_to_the_cheers_of_the_townsmen_and_you_realize_with_relief_that_your_side_won_the_day._Soon,_friendly_arms_pick_you_up_from_the_ground_and_you_let_yourself_drift_off_to_a_blissful_sleep._Hours_later,_you_wake_up_in_the_merchants_house.
str_journey_to_reyvadin You_have_come_through_the_Tarabon_lowlands,_the_plains_not_exposed_to_the_bitter_winds_from_the_north._The_land_here_has_summer_heat_for_most_of_the_year,_but_the_forests_are_rich_with_fur-bearing_game,_and_the_rivers_are_teaming_with_fish._The_riches_of_the_land_draw_the_traders,_but_the_traders_in_turn_draw_bandits._You_saw_tracks_left_by_bands_of_dragonsworn,_evidence_of_the_turmoil_the_lack_of_leadership_has_brought,_and_were_glad_when_the_harbors_of_Tanchico_came_into_view_across_the_wide_valley_of_the_Andahar_river.
str_journey_to_praven You_came_by_merchant_train_through_the_heartland_of_Arad_Doman._Green_shoots_of_wheat,_barley_and_oats_are_beginning_to_push_through_the_dark_soil_of_the_rolling_hills,_and_on_the_lower_slopes_of_the_snowcapped_mountains,_herds_of_cattle_and_sheep_are_grazing_on_the_spring_grass._Occasionally,_too,_you_catch_sight_of_one_of_the_great_razers_that_are_the_pride_of_the_Arad_Domani_nobility._The_land_here_is_worn_--_and_troubled_by_bandits,_as_the_numerous_burnt-out_farms_bears_witness._You_keep_a_wide_berth_of_the_forests,_where_desperate_men_have_taken_refuge,_and_it_is_some_relief_when_you_crest_a_ridge_and_catch_sight_of_the_great_port_of_Bandar_Eban,_its_rooftops_made_golden_by_the_last_rays_of_the_setting_sun.
str_journey_to_jelkala You_came_by_ship,_following_the_Manetherendrelle_River_from_the_sea._Much_of_the_coastline_was_obscured_by_tendrils_of_fog_that_snaked_down_the_river_valleys,_but_occasionally_you_caught_sight_of_a_castle_watchtower_rising_above_the_mists_--_and_on_one_occasion,_a_beacon_fire_burning_to_warn_of_an_enemy_warband._You_knew_that_you_were_relatively_safe_on_the_river,_as_you_were_too_far_from_the_shore_to_entice_the_bandits_who_trouble_the_lands_of_Murandy,_but_it_was_still_a_relief_to_reach_the_Reisendrelle_River,_gateway_to_the_port_city_of_Lugard,_and_see_a_Murandian_trade_vessel,_its_pennants_fluttering_in_the_evening_breeze.
str_journey_to_sargoth You_took_passage_with_a_trading_longship,_carrying_ice_peppers_and_firs_from_the_furthest_reaches_of_the_north_to_be_bartered_for_linen_and_wool._It_sailed_early_in_the_season,_but_the_master_reckoned_that_the_risks_of_frozen_rivers_and_later_winter_storms_could_be_justified_by_arriving_ahead_of_the_trollocs,_who_would_intensify_their_raids_on_the_homes_of_the_Borderlands_as_winter_settled_in._It_was_some_relief_when_your_ship_sailed_south_to_reached_the_mouth_of_the_River_Alguenya,_and_a_short_while_later,_rowed_north_to_the_city_of_Cairhien,_home_of_the_players_of_the_Game_of_Houses,_who_in_the_years_after_Arthur_Hawkwing_had_established_control_over_the_nearby_lands.
str_journey_to_tulga You_came_with_a_merchant_train,_crossing_the_mountains_that_border_Randland_on_the_east,_bringing_spices_from_faraway_lands_to_trade_for_wool_and_salt._The_passes_were_still_choked_with_snow,_and_it_was_hard_going,_but_at_last_you_crested_a_ridge_and_saw_before_you_the_lands_of_Cairhien._From_there_you_traveled_south,_along_the_river_Alguenya.__On_some_hillsides_the_thin_grass_of_spring_was_already_turning_yellow,_but_the_lower_slopes_of_the_mountains_were_still_a_vibrant_green._Soon,_you_left_the_plains_and_entered_the_forest_of_Haddon_Mirk._Several_times_bandits_raided_in_the_night,_but_the_merchant_guards_drove_them_off._Still_it_was_a_relief_when_you_left_the_forests_behind_and_saw_the_city_of_Tear_ahead_on_the_plain.
str_journey_to_shariz You_came_with_a_merchant_train,_crossing_the_great_desert_to_the_east_of_Randland._The_Aiel_guides_chose_your_route_carefully,_crossing_barren_wastelands_and_skirting_boulder_fields,_then_passing_to_low-lying_basins_where_handfuls_of_goats_grazed._Your_great_fear_was_that_the_merchant_train_might_lose_its_way_and_perish_of_thirst._You_never_saw_them,_but_the_guides_said_that_raiders_were_shadowing_the_caravan._Then_the_mountains_came_into_view,_and_on_the_morning_of_the_following_day_you_crested_a_rocky_pass,_and_were_through_the_Jengai_Pass._You_continued_along_the_southern_slopes_of_Kinslayer's_Dagger,_and_soon_made_it_to_the_great_city_of_Tar_Valon._Shining_in_the_light_of_the_morning_sun,_you_saw_the_gleaming_pinacle_of_the_White_Tower,_a_symbol_of_power_and_mystery.
str_lost_tavern_duel_ordinary You_slump_to_the_floor,_stunned_by_the_drunk's_last_blow._Your_attacker's_rage_immediately_seems_to_slacken._He_drops_into_a_chair_and_sits_there_watching_you,_muttering_under_his_breath,_almost_regretfully._A_few_of_the_other_patrons_manage_to_coax_him_to_his_feet_and_bundle_him_out_the_door._One_of_the_others_attends_to_your_wounds,_and_soon_you_too_are_back_on_your_feet,_unsteady_but_alive.
str_lost_tavern_duel_assassin You_slump_to_the_floor,_stunned_by_your_attacker's_last_blow._Slowly_and_deliberately,_he_kneels_down_by_your_side,_pulling_a_long_knife_from_under_his_clothes._But_before_he_can_finish_you_off,_the_tavernkeeper,_who_seems_to_have_regained_his_courage,_comes_up_from_behind_and_gives_your_attacker_a_clout_behind_the_head._He_loses_his_balance,_and_then,_seeing_that_his_chance_to_kill_you_has_been_lost,_makes_a_dash_for_the_door._He_gets_away._Meanwhile,_the_other_tavern_patrons_bind_your_wounds_and_haul_you_to_a_back_room_to_rest_and_recover.
str_lost_startup_hideout_attack You_recover_consciousness_a_short_while_later,_and_see_that_the_kidnappers_have_celebrated_their_victory_by_breaking_open_a_cask_of_wine,_and_have_forgotten_to_take_a_few_elementary_precautions_--_like_binding_your_hands_and_feet._You_manage_to_slip_away._Based_on_the_boisterous_sounds_coming_from_the_hideout,_you_suspect_that_you_may_yet_have_some_time_to_gather_a_few_more_followers_and_launch_another_attack.
str_reg1_blank_s3 {!}{reg1}_{s3}
str_as_you_no_longer_maintain_an_independent_kingdom_you_no_longer_maintain_a_court As_you_no_longer_rule_an_independent__kingdom,_you_no_longer_maintain_a_court
str_rents_from_s0 Rents_from_{s0}:
str_tariffs_from_s0 Tariffs_from_{s0}:
str_general_quarrel _We've_found_ourselves_on_the_opposite_side_of_many_arguments_over_the_years,_and_bad_blood_has_built_up_between_us.
str_the_steppes the_steppes
str_the_deserts the_deserts
str_the_tundra the_tundra
str_the_forests the_forests
str_the_highlands the_highlands
str_the_coast the_coast
str_my_lady_not_sufficient_chemistry My_{lord/lady},_there_are_other_{suitors/maidens}_who_have_captured_my_heart.
str_my_lady_engaged_to_another My_{lord/lady},_as_I_understand_it,_you_are_engaged_to_another.
str_attempting_to_rejoin_party Attempting_to_rejoin_party,
str_separated_from_party Separated_from_party,
str_whereabouts_unknown whereabouts_unknown
str_none_yet_gathered {!}None_yet_gathered
str_betrothed _Betrothed_
str_leading_party leading_a_party
str_court_disbanded As_you_no_longer_rule_an_independent_kingdom,_your_court_has_been_disbanded
str_i_am_not_accompanying_the_marshal_because_will_be_reappointment _I_am_not_accompanying_the_marshal,_because_I_suspect_that_our_ruler_will_shortly_appoint_another_to_that_post.
str_persuasion_opportunity Persuasion_opportunity.^Relation_required_for_automatic_success:_{reg4}^Current_relationship:_{reg5}^Chance_of_success:_{reg7}^Chance_of_losing_{reg9}_relation_point(s):_{reg8}
str_marshal_warning You_are_not_following_{s1}._However,_you_will_not_suffer_any_penalty.
str_follow_army_quest_brief_2 Your_mission_is_complete._You_may_continue_to_follow_{s9}'s_army,_if_you_wish_further_assignments.
str_greetings_playername__it_is_good_to_see_you_i_hope_that_you_have_had_success_in_your_efforts_to_make_your_name_in_the_world _I_am_glad_to_see_you._I_trust_you_are_having_some_success_out_there,_making_your_name_in_the_world
str_minister_advice_select_fief _Might_I_suggest_that_you_select_{s4},_as_the_vassals_have_been_speculating_about_how_you_might_assign_it.
str_minister_advice_select_fief_wait _Might_I_suggest_that_you_wait_until_after_you_have_appointed_a_marshal,_as_that_will_give_time_to_the_vassals_to_decide_whom_they_wish_to_support.
str_minister_advice_fief_leading_vassal _{s4},_by_the_way,_has_already_received_the_support_of_{reg4}_of_your_vassals.
str_unassigned_center _(unassigned)
str_s43_also_you_should_know_that_an_unprovoked_assault_is_declaration_of_war {s43}_Also,_as_you_are_the_ruler_of_your_realm,_you_should_know_that_this_assault_constitutes_a_declaration_of_war.
str_missing_after_battle Missing_after_battle
str_retrieve_garrison_warning _(Troops_might_not_be_retrievable_if_fortress_awarded_to_another)
str_s12s15_declared_war_to_control_calradia {s12}{s15}_may_attack_{s16}_without_pretext,_as_a_bid_to_extend_control_over_the_entire_realm.
str_offer_gift_description _improve_my_standing_by_offering_a_gift.
str_resolve_dispute_description _improve_my_standing_by_resolving_a_dispute.
str_feast_wedding_opportunity _If_your_betrothed_and_{her/his}_family_are_present,_then_this_may_be_an_opportunity_for_you_to_celebrate_the_wedding.
str_s21_the_s8_declared_war_as_part_of_a_bid_to_conquer_all_calradia {s21}._The_{s8}_declared_war_with_very_little_pretext,_as_part_of_a_bid_to_conquer_the_entire_realm.
str_master_vinter Master_vinter
str_s54_has_left_the_realm {s54}_has_left_the_realm.
str_enterprise_s5_at_s0 Net_revenue_from_{s5}_at_{s0}
str_bread_site mill
str_ale_site brewery
str_oil_site oil_press
str_wine_site wine_press
str_tool_site ironworks
str_leather_site tannery
str_linen_site linen_weavery
str_wool_cloth_site wool_weavery
str_velvet_site dyeworks
str_under_sequestration Under_sequestration
str_describe_secondary_input _In_addition,_you_will_also_need_to_purchase_{s11}_worth_{reg10}_denars.
str_profit profit
str_loss loss
str_server_name_s0 Server_Name:_{s0}
str_map_name_s0 Map_Name:_{s0}
str_game_type_s0 Game_Type:_{s0}
str_remaining_time_s0reg0_s1reg1 Remaining_Time:_{s0}{reg0}:{s1}{reg1}
str_you_are_a_lord_lady_of_s8_s9 You_are_a_{lord/lady}_of_{s8}.^{s9}
str_you_are_king_queen_of_s8_s9 You_are_{king/queen}_of_{s8}.^{s9}
str_for_s4 _for_{s4}
str_cancel_fiancee_quest _Also,_you_should_please_consider_that_other_matter_I_had_asked_of_you_to_have_been_successfully_completed._It_is_not_fit_for_me_to_commission_you_with_tasks.
str_a_duel_request_is_sent_to_s0 A_duel_offer_is_sent_to_{s0}.
str_s0_offers_a_duel_with_you {s0}_offers_a_duel_with_you.
str_your_duel_with_s0_is_cancelled Your_duel_with_{s0}_is_cancelled.
str_a_duel_between_you_and_s0_will_start_in_3_seconds A_duel_between_you_and_{s0}_will_start_in_3_seconds.
str_you_have_lost_a_duel You_have_lost_a_duel.
str_you_have_won_a_duel You_have_won_a_duel!
str_server_s0 [SERVER]:_{s0}
str_disallow_ranged_weapons Disallow_ranged_weapons
str_ranged_weapons_are_disallowed Ranged_weapons_are_disallowed.
str_ranged_weapons_are_allowed Ranged_weapons_are_allowed.
str_duel_starts_in_reg0_seconds Duel_starts_in_{reg0}_seconds...
str_dplmc_none none
str_dplmc_item_pool_no_items There_are_currently_no_items_in_the_item_pool.
str_dplmc_item_pool_one_item There_is_one_item_left_in_the_item_pool.
str_dplmc_item_pool_many_items There_are_{reg20}_items_left_in_the_item_pool.
str_dplmc_item_pool_abandon Leave_the_items_in_the_item_pool_and_continue.
str_dplmc_item_pool_leave Done.
str_dplmc_hero_not_upgrading_armor not_upgrading_my_armor
str_dplmc_hero_upgrading_armor upgrading_my_own_armor
str_dplmc_hero_not_upgrading_horse not_upgrading_my_horses
str_dplmc_hero_upgrading_horse upgrading_my_own_horses
str_dplmc_hero_wpn_slot_none Keep_current_({s10})
str_dplmc_hero_wpn_slot_horse Horse
str_dplmc_hero_wpn_slot_one_handed One-handed_Weapon
str_dplmc_hero_wpn_slot_two_handed Two-handed_Weapon
str_dplmc_hero_wpn_slot_polearm_all Polearms
str_dplmc_hero_wpn_slot_arrows Arrows
str_dplmc_hero_wpn_slot_bolts Bolts
str_dplmc_hero_wpn_slot_shield Shield
str_dplmc_hero_wpn_slot_bow Bow
str_dplmc_hero_wpn_slot_crossbow Crossbow
str_dplmc_hero_wpn_slot_throwing Throwing_Weapon
str_dplmc_hero_wpn_slot_goods Goods_
str_dplmc_hero_wpn_slot_head_armor Head_armor_
str_dplmc_hero_wpn_slot_body_armor Body_armor_
str_dplmc_hero_wpn_slot_foot_armor Foot_armor_
str_dplmc_hero_wpn_slot_hand_armor Hand_armor_
str_dplmc_hero_wpn_slot_pistol Pistol_
str_dplmc_hero_wpn_slot_musket Musket_
str_dplmc_hero_wpn_slot_bullets Bullets_
str_dplmc_hero_wpn_slot_animal Animal_
str_dplmc_hero_wpn_slot_book Book_
str_dplmc_hero_wpn_slot_two_handed_one_handed Two-handed/One-handed
str_dplmc_gather_information gather_information
str_dplmc_conclude_non_agression conclude_a_non-aggression_treaty
str_dplmc_nearly_no nearly_no
str_dplmc_less_than_one_hundred less_than_one_hundred
str_dplmc_more_than_one_hundred more_than_one_hundred
str_dplmc_more_than_two_hundred more_than_two_hundred
str_dplmc_more_than_five_hundred more_than_five_hundred
str_dplmc_bring_gift bring_the_gift
str_dplmc_exchange_prisoner to_exchange_{s10}_against_{s11}
str_dplmc_has_been_set_free {s7}_has_been_set_free.
str_dplmc_tax_very_low very_low
str_dplmc_tax_low low
str_dplmc_tax_normal normal
str_dplmc_tax_high high
str_dplmc_tax_very_high very_high
str_dplmc_place_is_occupied_by_insurgents The_place_is_held_by_insurgents.
str_dplmc_relation_mnus_100_ns {reg4?She:He}_seems_to_be_vengeful_towards_{s59}.
str_dplmc_relation_mnus_90_ns {reg4?She:He}_seems_to_be_vengeful_towards_{s59}.
str_dplmc_relation_mnus_80_ns {reg4?She:He}_seems_to_be_vengeful_towards_{s59}.
str_dplmc_relation_mnus_70_ns {reg4?She:He}_seems_to_be_hateful_towards_{s59}.
str_dplmc_relation_mnus_60_ns {reg4?She:He}_seems_to_be_hateful_towards_{s59}.
str_dplmc_relation_mnus_50_ns {reg4?She:He}_seems_to_be_hostile_towards_{s59}.
str_dplmc_relation_mnus_40_ns {reg4?She:He}_seems_to_be_angry_towards_{s59}.
str_dplmc_relation_mnus_30_ns {reg4?She:He}_seems_to_be_resentful_towards_{s59}.
str_dplmc_relation_mnus_20_ns {reg4?She:He}_seems_to_be_grumbling_against_{s59}.
str_dplmc_relation_mnus_10_ns {reg4?She:He}_seems_to_be_suspicious_towards_{s59}.
str_dplmc_relation_plus_0_ns {reg4?She:He}_seems_to_be_indifferent_towards_{s59}.
str_dplmc_relation_plus_10_ns {reg4?She:He}_seems_to_be_cooperative_towards_{s59}.
str_dplmc_relation_plus_20_ns {reg4?She:He}_seems_to_be_welcoming_towards_{s59}.
str_dplmc_relation_plus_30_ns {reg4?She:He}_seems_to_be_favorable_to_{s59}.
str_dplmc_relation_plus_40_ns {reg4?She:He}_seems_to_be_supportive_to_{s59}.
str_dplmc_relation_plus_50_ns {reg4?She:He}_seems_to_be_friendly_to_{s59}.
str_dplmc_relation_plus_60_ns {reg4?She:He}_seems_to_be_gracious_to_{s59}.
str_dplmc_relation_plus_70_ns {reg4?She:He}_seems_to_be_fond_of_{s59}.
str_dplmc_relation_plus_80_ns {reg4?She:He}_seems_to_be_loyal_to_{s59}.
str_dplmc_relation_plus_90_ns {reg4?She:He}_seems_to_be_devoted_to_{s59}.
